Timestamp,Device,IP Address,Status,Latency (ms),CPU (%),RAM (%)
2026-08-13 22:01:48,Local PC,localhost,NORMAL,,11.9,59.5
2026-08-13 22:01:54,Home Router,192.168.1.1,NORMAL,11.1,,
2026-08-13 22:01:54,Google DNS,8.8.8.8,NORMAL,59.2,,
2026-08-13 22:01:54,Cloudflare DNS,1.1.1.1,NORMAL,20.73,,
2026-08-13 22:01:54,Local PC,localhost,NORMAL,,6.1,59.4
2026-08-13 22:02:00,Home Router,192.168.1.1,NORMAL,12.85,,
2026-08-13 22:02:00,Google DNS,8.8.8.8,NORMAL,68.95,,
2026-08-13 22:02:00,Cloudflare DNS,1.1.1.1,NORMAL,24.2,,
2026-08-13 22:02:00,Local PC,localhost,NORMAL,,11.5,59.3
2026-08-13 22:02:06,Home Router,192.168.1.1,NORMAL,11.37,,
2026-08-13 22:02:06,Google DNS,8.8.8.8,NORMAL,57.89,,
2026-08-13 22:02:06,Cloudflare DNS,1.1.1.1,NORMAL,19.02,,
2026-08-13 22:02:06,Local PC,localhost,NORMAL,,13.8,59.7
2026-08-13 22:02:12,Home Router,192.168.1.1,NORMAL,16.81,,
2026-08-13 22:02:12,Google DNS,8.8.8.8,NORMAL,61.13,,
2026-08-13 22:02:12,Cloudflare DNS,1.1.1.1,NORMAL,21.51,,
2026-08-13 22:02:12,Local PC,localhost,NORMAL,,1.6,60.4
2026-08-13 22:02:18,Home Router,192.168.1.1,NORMAL,20.53,,
2026-08-13 22:02:18,Google DNS,8.8.8.8,NORMAL,72.66,,
2026-08-13 22:02:18,Cloudflare DNS,1.1.1.1,NORMAL,31.08,,
2026-08-13 22:02:18,Local PC,localhost,NORMAL,,17.6,61.0
2026-08-13 22:02:24,Home Router,192.168.1.1,NORMAL,15.79,,
2026-08-13 22:02:24,Google DNS,8.8.8.8,NORMAL,58.14,,
2026-08-13 22:02:24,Cloudflare DNS,1.1.1.1,NORMAL,22.83,,
2026-08-13 22:02:24,Local PC,localhost,NORMAL,,7.2,61.2
2026-08-13 22:02:30,Home Router,192.168.1.1,NORMAL,16.95,,
2026-08-13 22:02:30,Google DNS,8.8.8.8,NORMAL,58.85,,
2026-08-13 22:02:30,Cloudflare DNS,1.1.1.1,NORMAL,24.45,,
2026-08-13 22:02:30,Local PC,localhost,NORMAL,,8.0,61.3
2026-08-13 22:02:36,Home Router,192.168.1.1,NORMAL,10.8,,
2026-08-13 22:02:37,Google DNS,8.8.8.8,NORMAL,57.74,,
2026-08-13 22:02:37,Cloudflare DNS,1.1.1.1,NORMAL,20.46,,
2026-08-13 22:02:37,Local PC,localhost,NORMAL,,8.3,62.6
2026-08-13 22:02:43,Home Router,192.168.1.1,NORMAL,19.43,,
2026-08-13 22:02:43,Google DNS,8.8.8.8,NORMAL,62.08,,
2026-08-13 22:02:43,Cloudflare DNS,1.1.1.1,NORMAL,19.52,,
2026-08-13 22:02:43,Local PC,localhost,NORMAL,,3.4,61.7
2026-08-13 22:02:49,Home Router,192.168.1.1,NORMAL,18.33,,
2026-08-13 22:02:49,Google DNS,8.8.8.8,NORMAL,63.82,,
2026-08-13 22:02:49,Cloudflare DNS,1.1.1.1,NORMAL,20.88,,
2026-08-13 22:02:49,Local PC,localhost,NORMAL,,21.2,61.8
2026-08-13 22:02:55,Home Router,192.168.1.1,NORMAL,11.66,,
2026-08-13 22:02:55,Google DNS,8.8.8.8,NORMAL,60.68,,
2026-08-13 22:02:55,Cloudflare DNS,1.1.1.1,NORMAL,20.97,,
2026-08-13 22:02:55,Local PC,localhost,NORMAL,,14.7,60.7
2026-08-13 22:03:01,Home Router,192.168.1.1,NORMAL,16.06,,
2026-08-13 22:03:01,Google DNS,8.8.8.8,NORMAL,68.16,,
2026-08-13 22:03:01,Cloudflare DNS,1.1.1.1,NORMAL,22.08,,
2026-08-13 22:03:01,Local PC,localhost,NORMAL,,9.2,60.8
2026-08-13 22:03:07,Home Router,192.168.1.1,NORMAL,12.71,,
2026-08-13 22:03:07,Google DNS,8.8.8.8,NORMAL,59.04,,
2026-08-13 22:03:07,Cloudflare DNS,1.1.1.1,NORMAL,22.72,,
2026-08-13 22:03:07,Local PC,localhost,NORMAL,,5.1,60.8
2026-08-13 22:03:13,Home Router,192.168.1.1,NORMAL,12.59,,
2026-08-13 22:03:13,Google DNS,8.8.8.8,NORMAL,60.27,,
2026-08-13 22:03:13,Cloudflare DNS,1.1.1.1,NORMAL,19.48,,
2026-08-13 22:03:13,Local PC,localhost,NORMAL,,8.7,60.9
2026-08-13 22:03:19,Home Router,192.168.1.1,NORMAL,11.95,,
2026-08-13 22:03:19,Google DNS,8.8.8.8,NORMAL,58.54,,
2026-08-13 22:03:19,Cloudflare DNS,1.1.1.1,NORMAL,19.67,,
2026-08-13 22:03:19,Local PC,localhost,NORMAL,,8.3,61.1
2026-08-13 22:03:25,Home Router,192.168.1.1,NORMAL,10.67,,
2026-08-13 22:03:25,Google DNS,8.8.8.8,NORMAL,70.31,,
2026-08-13 22:03:25,Cloudflare DNS,1.1.1.1,NORMAL,21.97,,
2026-08-13 22:03:25,Local PC,localhost,NORMAL,,14.8,61.2
2026-08-13 22:03:31,Home Router,192.168.1.1,NORMAL,11.63,,
2026-08-13 22:03:31,Google DNS,8.8.8.8,NORMAL,70.23,,
2026-08-13 22:03:31,Cloudflare DNS,1.1.1.1,NORMAL,23.41,,
2026-08-13 22:03:31,Local PC,localhost,NORMAL,,9.3,60.9
2026-08-13 22:03:37,Home Router,192.168.1.1,NORMAL,14.06,,
2026-08-13 22:03:38,Google DNS,8.8.8.8,NORMAL,60.3,,
2026-08-13 22:03:38,Cloudflare DNS,1.1.1.1,NORMAL,23.63,,
2026-08-13 22:03:38,Local PC,localhost,NORMAL,,10.4,60.6
2026-08-13 22:03:44,Home Router,192.168.1.1,NORMAL,13.43,,
2026-08-13 22:03:44,Google DNS,8.8.8.8,NORMAL,61.44,,
2026-08-13 22:03:44,Cloudflare DNS,1.1.1.1,NORMAL,22.83,,
2026-08-13 22:03:44,Local PC,localhost,NORMAL,,4.4,60.7
2026-08-13 22:03:50,Home Router,192.168.1.1,NORMAL,14.02,,
2026-08-13 22:03:50,Google DNS,8.8.8.8,NORMAL,60.91,,
2026-08-13 22:03:50,Cloudflare DNS,1.1.1.1,NORMAL,19.2,,
2026-08-13 22:03:50,Local PC,localhost,NORMAL,,8.6,60.9
2026-08-13 22:03:56,Home Router,192.168.1.1,NORMAL,11.15,,
2026-08-13 22:03:56,Google DNS,8.8.8.8,NORMAL,69.36,,
2026-08-13 22:03:56,Cloudflare DNS,1.1.1.1,NORMAL,32.33,,
2026-08-13 22:03:56,Local PC,localhost,NORMAL,,16.8,61.5
2026-08-13 22:04:02,Home Router,192.168.1.1,NORMAL,23.25,,
2026-08-13 22:04:02,Google DNS,8.8.8.8,NORMAL,61.37,,
2026-08-13 22:04:02,Cloudflare DNS,1.1.1.1,NORMAL,21.21,,
2026-08-13 22:04:02,Local PC,localhost,NORMAL,,27.6,61.8
2026-08-13 22:04:08,Home Router,192.168.1.1,NORMAL,16.88,,
2026-08-13 22:04:08,Google DNS,8.8.8.8,NORMAL,70.05,,
2026-08-13 22:04:08,Cloudflare DNS,1.1.1.1,NORMAL,21.79,,
2026-08-13 22:04:08,Local PC,localhost,NORMAL,,8.0,62.2
2026-08-13 22:04:14,Home Router,192.168.1.1,NORMAL,15.2,,
2026-08-13 22:04:14,Google DNS,8.8.8.8,NORMAL,62.53,,
2026-08-13 22:04:14,Cloudflare DNS,1.1.1.1,NORMAL,23.51,,
2026-08-13 22:04:14,Local PC,localhost,NORMAL,,3.7,62.1
2026-08-13 22:04:20,Home Router,192.168.1.1,NORMAL,14.72,,
2026-08-13 22:04:20,Google DNS,8.8.8.8,NORMAL,61.71,,
2026-08-13 22:04:20,Cloudflare DNS,1.1.1.1,NORMAL,23.45,,
2026-08-13 22:04:20,Local PC,localhost,NORMAL,,4.2,62.0
2026-08-13 22:04:26,Home Router,192.168.1.1,NORMAL,12.53,,
2026-08-13 22:04:26,Google DNS,8.8.8.8,NORMAL,61.59,,
2026-08-13 22:04:26,Cloudflare DNS,1.1.1.1,NORMAL,20.26,,
2026-08-13 22:04:26,Local PC,localhost,NORMAL,,5.1,62.0
2026-08-13 22:04:32,Home Router,192.168.1.1,NORMAL,10.06,,
2026-08-13 22:04:33,Google DNS,8.8.8.8,NORMAL,59.8,,
2026-08-13 22:04:33,Cloudflare DNS,1.1.1.1,NORMAL,19.67,,
2026-08-13 22:04:33,Local PC,localhost,NORMAL,,14.9,62.9
2026-08-13 22:04:39,Home Router,192.168.1.1,NORMAL,13.37,,
2026-08-13 22:04:39,Google DNS,8.8.8.8,NORMAL,63.02,,
2026-08-13 22:04:39,Cloudflare DNS,1.1.1.1,NORMAL,18.84,,
2026-08-13 22:04:39,Local PC,localhost,NORMAL,,1.6,62.1
2026-08-13 22:08:45,Home Router,192.168.1.1,NORMAL,11.73,,
2026-08-13 22:08:45,Google DNS,8.8.8.8,NORMAL,75.6,,
2026-08-13 22:08:45,Cloudflare DNS,1.1.1.1,NORMAL,30.01,,
2026-08-13 22:08:45,Local PC,localhost,NORMAL,,5.7,60.4
2026-08-13 22:08:51,Home Router,192.168.1.1,NORMAL,15.08,,
2026-08-13 22:08:51,Google DNS,8.8.8.8,NORMAL,73.31,,
2026-08-13 22:08:51,Cloudflare DNS,1.1.1.1,NORMAL,33.79,,
2026-08-13 22:08:51,Local PC,localhost,NORMAL,,5.8,60.0
2026-08-13 22:08:57,Home Router,192.168.1.1,NORMAL,11.29,,
2026-08-13 22:08:58,Google DNS,8.8.8.8,NORMAL,82.09,,
2026-08-13 22:08:58,Cloudflare DNS,1.1.1.1,NORMAL,50.45,,
2026-08-13 22:08:58,Local PC,localhost,NORMAL,,4.6,59.9
2026-08-13 22:09:04,Home Router,192.168.1.1,NORMAL,13.13,,
2026-08-13 22:09:04,Google DNS,8.8.8.8,NORMAL,59.43,,
2026-08-13 22:09:04,Cloudflare DNS,1.1.1.1,NORMAL,24.78,,
2026-08-13 22:09:04,Local PC,localhost,NORMAL,,6.7,60.8
2026-08-13 22:09:10,Home Router,192.168.1.1,NORMAL,12.65,,
2026-08-13 22:09:10,Google DNS,8.8.8.8,NORMAL,78.5,,
2026-08-13 22:09:10,Cloudflare DNS,1.1.1.1,NORMAL,43.05,,
2026-08-13 22:09:10,Local PC,localhost,NORMAL,,8.2,61.6
2026-08-13 22:09:16,Home Router,192.168.1.1,NORMAL,18.94,,
2026-08-13 22:09:16,Google DNS,8.8.8.8,NORMAL,89.31,,
2026-08-13 22:09:16,Cloudflare DNS,1.1.1.1,NORMAL,31.03,,
2026-08-13 22:09:16,Local PC,localhost,NORMAL,,13.0,61.5
2026-08-13 22:09:22,Home Router,192.168.1.1,NORMAL,14.07,,
2026-08-13 22:09:22,Google DNS,8.8.8.8,NORMAL,60.65,,
2026-08-13 22:09:22,Cloudflare DNS,1.1.1.1,NORMAL,21.28,,
2026-08-13 22:09:22,Local PC,localhost,NORMAL,,4.6,61.3
2026-08-13 22:09:28,Home Router,192.168.1.1,NORMAL,18.5,,
2026-08-13 22:09:28,Google DNS,8.8.8.8,NORMAL,65.44,,
2026-08-13 22:09:28,Cloudflare DNS,1.1.1.1,NORMAL,32.48,,
2026-08-13 22:09:28,Local PC,localhost,NORMAL,,3.9,61.3
2026-08-13 22:09:34,Home Router,192.168.1.1,NORMAL,25.83,,
2026-08-13 22:09:35,Google DNS,8.8.8.8,OFFLINE,N/A,,
2026-08-13 22:09:36,Cloudflare DNS,1.1.1.1,OFFLINE,N/A,,
2026-08-13 22:09:36,Local PC,localhost,NORMAL,,33.3,60.8
2026-08-13 22:09:42,Home Router,192.168.1.1,NORMAL,11.21,,
2026-08-13 22:09:42,Google DNS,8.8.8.8,NORMAL,58.54,,
2026-08-13 22:09:42,Cloudflare DNS,1.1.1.1,NORMAL,22.57,,
2026-08-13 22:09:42,Local PC,localhost,NORMAL,,6.0,60.7
2026-08-13 22:09:48,Home Router,192.168.1.1,NORMAL,14.17,,
2026-08-13 22:09:48,Google DNS,8.8.8.8,NORMAL,58.25,,
2026-08-13 22:09:48,Cloudflare DNS,1.1.1.1,NORMAL,21.59,,
2026-08-13 22:09:48,Local PC,localhost,NORMAL,,10.0,61.1
2026-08-13 22:09:54,Home Router,192.168.1.1,NORMAL,16.9,,
2026-08-13 22:09:54,Google DNS,8.8.8.8,NORMAL,60.62,,
2026-08-13 22:09:54,Cloudflare DNS,1.1.1.1,NORMAL,27.07,,
2026-08-13 22:09:54,Local PC,localhost,NORMAL,,4.4,61.7
2026-08-13 22:10:00,Home Router,192.168.1.1,NORMAL,15.53,,
2026-08-13 22:10:00,Google DNS,8.8.8.8,NORMAL,61.28,,
2026-08-13 22:10:00,Cloudflare DNS,1.1.1.1,NORMAL,19.75,,
2026-08-13 22:10:00,Local PC,localhost,NORMAL,,9.0,61.3
2026-08-13 22:10:06,Home Router,192.168.1.1,NORMAL,18.05,,
2026-08-13 22:10:06,Google DNS,8.8.8.8,NORMAL,62.42,,
2026-08-13 22:10:06,Cloudflare DNS,1.1.1.1,NORMAL,21.51,,
2026-08-13 22:10:06,Local PC,localhost,NORMAL,,30.1,62.0
2026-08-13 22:10:13,Home Router,192.168.1.1,NORMAL,50.49,,
2026-08-13 22:10:13,Google DNS,8.8.8.8,NORMAL,63.87,,
2026-08-13 22:10:13,Cloudflare DNS,1.1.1.1,NORMAL,25.04,,
2026-08-13 22:10:13,Local PC,localhost,NORMAL,,45.5,65.0
2026-08-13 22:10:19,Home Router,192.168.1.1,NORMAL,26.43,,
2026-08-13 22:10:19,Google DNS,8.8.8.8,NORMAL,61.52,,
2026-08-13 22:10:19,Cloudflare DNS,1.1.1.1,NORMAL,76.05,,
2026-08-13 22:10:19,Local PC,localhost,NORMAL,,28.3,68.8
2026-08-13 22:10:25,Home Router,192.168.1.1,NORMAL,12.23,,
2026-08-13 22:10:25,Google DNS,8.8.8.8,NORMAL,58.85,,
2026-08-13 22:10:25,Cloudflare DNS,1.1.1.1,NORMAL,21.77,,
2026-08-13 22:10:25,Local PC,localhost,NORMAL,,19.3,70.0
2026-08-13 22:10:31,Home Router,192.168.1.1,NORMAL,11.7,,
2026-08-13 22:10:31,Google DNS,8.8.8.8,NORMAL,59.72,,
2026-08-13 22:10:31,Cloudflare DNS,1.1.1.1,NORMAL,29.99,,
2026-08-13 22:10:31,Local PC,localhost,NORMAL,,32.5,70.4
2026-08-13 22:10:37,Home Router,192.168.1.1,NORMAL,12.71,,
2026-08-13 22:10:37,Google DNS,8.8.8.8,NORMAL,59.35,,
2026-08-13 22:10:37,Cloudflare DNS,1.1.1.1,NORMAL,20.57,,
2026-08-13 22:10:37,Local PC,localhost,NORMAL,,36.0,71.6
2026-08-13 22:10:43,Home Router,192.168.1.1,NORMAL,26.36,,
2026-08-13 22:10:43,Google DNS,8.8.8.8,NORMAL,64.48,,
2026-08-13 22:10:43,Cloudflare DNS,1.1.1.1,NORMAL,26.88,,
2026-08-13 22:10:43,Local PC,localhost,NORMAL,,26.4,73.1
2026-08-13 22:10:49,Home Router,192.168.1.1,NORMAL,15.17,,
2026-08-13 22:10:49,Google DNS,8.8.8.8,NORMAL,60.98,,
2026-08-13 22:10:49,Cloudflare DNS,1.1.1.1,NORMAL,25.14,,
2026-08-13 22:10:49,Local PC,localhost,WARNING,,30.0,78.1
2026-08-13 22:10:55,Home Router,192.168.1.1,NORMAL,14.94,,
2026-08-13 22:10:55,Google DNS,8.8.8.8,NORMAL,61.81,,
2026-08-13 22:10:55,Cloudflare DNS,1.1.1.1,NORMAL,30.05,,
2026-08-13 22:10:55,Local PC,localhost,WARNING,,11.7,80.5
2026-08-13 22:11:01,Home Router,192.168.1.1,NORMAL,19.19,,
2026-08-13 22:11:02,Google DNS,8.8.8.8,NORMAL,65.46,,
2026-08-13 22:11:02,Cloudflare DNS,1.1.1.1,NORMAL,29.48,,
2026-08-13 22:11:02,Local PC,localhost,WARNING,,18.4,82.0
2026-08-13 22:11:08,Home Router,192.168.1.1,NORMAL,13.47,,
2026-08-13 22:11:08,Google DNS,8.8.8.8,NORMAL,70.92,,
2026-08-13 22:11:08,Cloudflare DNS,1.1.1.1,NORMAL,30.39,,
2026-08-13 22:11:08,Local PC,localhost,WARNING,,12.0,82.1
2026-08-13 22:11:14,Home Router,192.168.1.1,NORMAL,12.58,,
2026-08-13 22:11:14,Google DNS,8.8.8.8,NORMAL,78.89,,
2026-08-13 22:11:14,Cloudflare DNS,1.1.1.1,NORMAL,36.58,,
2026-08-13 22:11:14,Local PC,localhost,WARNING,,7.3,82.2
2026-08-13 22:11:20,Home Router,192.168.1.1,NORMAL,13.77,,
2026-08-13 22:11:20,Google DNS,8.8.8.8,NORMAL,63.47,,
2026-08-13 22:11:20,Cloudflare DNS,1.1.1.1,NORMAL,23.69,,
2026-08-13 22:11:20,Local PC,localhost,WARNING,,7.5,82.0
2026-08-13 22:11:26,Home Router,192.168.1.1,NORMAL,13.76,,
2026-08-13 22:11:26,Google DNS,8.8.8.8,NORMAL,58.88,,
2026-08-13 22:11:26,Cloudflare DNS,1.1.1.1,NORMAL,21.46,,
2026-08-13 22:11:26,Local PC,localhost,WARNING,,20.7,80.8
2026-08-13 22:11:32,Home Router,192.168.1.1,NORMAL,13.35,,
2026-08-13 22:11:32,Google DNS,8.8.8.8,NORMAL,57.73,,
2026-08-13 22:11:32,Cloudflare DNS,1.1.1.1,NORMAL,22.39,,
2026-08-13 22:11:32,Local PC,localhost,NORMAL,,20.2,69.3
2026-08-13 22:11:38,Home Router,192.168.1.1,NORMAL,16.27,,
2026-08-13 22:11:38,Google DNS,8.8.8.8,NORMAL,73.21,,
2026-08-13 22:11:38,Cloudflare DNS,1.1.1.1,NORMAL,23.68,,
2026-08-13 22:11:38,Local PC,localhost,NORMAL,,19.1,68.6
2026-08-13 22:11:44,Home Router,192.168.1.1,NORMAL,10.62,,
2026-08-13 22:11:44,Google DNS,8.8.8.8,NORMAL,60.48,,
2026-08-13 22:11:44,Cloudflare DNS,1.1.1.1,NORMAL,31.38,,
2026-08-13 22:11:44,Local PC,localhost,NORMAL,,18.2,65.8
2026-08-13 22:11:50,Home Router,192.168.1.1,NORMAL,13.57,,
2026-08-13 22:11:51,Google DNS,8.8.8.8,NORMAL,59.32,,
2026-08-13 22:11:51,Cloudflare DNS,1.1.1.1,NORMAL,18.8,,
2026-08-13 22:11:51,Local PC,localhost,NORMAL,,16.5,66.0
2026-08-13 22:11:57,Home Router,192.168.1.1,NORMAL,13.79,,
2026-08-13 22:11:57,Google DNS,8.8.8.8,NORMAL,61.77,,
2026-08-13 22:11:57,Cloudflare DNS,1.1.1.1,NORMAL,27.83,,
2026-08-13 22:11:57,Local PC,localhost,NORMAL,,5.7,65.9
2026-08-13 22:12:03,Home Router,192.168.1.1,NORMAL,10.31,,
2026-08-13 22:12:03,Google DNS,8.8.8.8,NORMAL,60.65,,
2026-08-13 22:12:03,Cloudflare DNS,1.1.1.1,NORMAL,30.64,,
2026-08-13 22:12:03,Local PC,localhost,NORMAL,,1.6,65.9
2026-08-13 22:12:09,Home Router,192.168.1.1,NORMAL,10.15,,
2026-08-13 22:12:09,Google DNS,8.8.8.8,NORMAL,62.41,,
